num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_fall,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
265,11,Abril,Sábado,19,Escuintla,Rural,Mujer,20,30-34,Mayor,Automovil,Verde,IGNORADO,Volco
266,11,Abril,Sábado,19,Escuintla,Rural,Hombre,30,35-39,Mayor,Automovil,Verde,IGNORADO,Volco
267,11,Abril,Sábado,19,Escuintla,Rural,Hombre,32,35-39,Mayor,Automovil,Verde,IGNORADO,Volco
294,19,Abril,Domingo,19,Santa Rosa,Rural,Mujer,20,30-34,Mayor,Camioneta,Verde,IGNORADO,Colisión
721,1,Octubre,Jueves,19,Alta Verapaz,Rural,Hombre,33,35-39,Mayor,Camión,Verde,IGNORADO,Embarranco
722,1,Octubre,Jueves,19,Alta Verapaz,Rural,Hombre,35,40-44,Mayor,Camión,Verde,IGNORADO,Embarranco
110,16,Febrero,Lunes,19,Santa Rosa,Rural,Hombre,20,30-34,Mayor,Motocicleta,Amarillo,IGNORADO,Colisión
111,16,Febrero,Lunes,19,Santa Rosa,Rural,Hombre,14,20-24,Menor,Motocicleta,Amarillo,IGNORADO,Colisión
112,16,Febrero,Lunes,19,Santa Rosa,Rural,Hombre,8,15-19,Menor,Motocicleta,Amarillo,IGNORADO,Colisión
885,31,Diciembre,Jueves,19,Retalhuleu,Rural,Hombre,37,40-44,Mayor,Automovil,Amarillo,IGNORADO,Colisión
886,31,Diciembre,Jueves,19,Retalhuleu,Rural,Hombre,23,30-34,Mayor,Automovil,Amarillo,IGNORADO,Colisión
134,25,Febrero,Miércoles,19,Santa Rosa,Rural,Hombre,24,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
135,25,Febrero,Miércoles,19,Santa Rosa,Rural,Hombre,25,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
136,25,Febrero,Miércoles,19,Santa Rosa,Rural,Hombre,27,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
165,4,Marzo,Miércoles,19,Escuintla,Rural,Hombre,35,40-44,Mayor,Cabezal,Ignorado,IGNORADO,Volco
233,30,Marzo,Lunes,19,Petén,Rural,Hombre,17,25-29,Menor,Motocicleta,Ignorado,IGNORADO,Empotro
247,6,Abril,Lunes,19,Petén,Rural,Hombre,12,20-24,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
296,20,Abril,Lunes,19,Chimaltenango,Rural,Hombre,25,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
297,20,Abril,Lunes,19,Chimaltenango,Rural,Hombre,2,Menos de 15,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
298,20,Abril,Lunes,19,Chimaltenango,Rural,Mujer,8,15-19,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
388,2,Junio,Martes,19,Izabal,Rural,Hombre,Ignorado,Ignorado,Mayor,Pick up,Ignorado,IGNORADO,Colisión
730,8,Octubre,Jueves,19,Jutiapa,Rural,Hombre,33,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
744,17,Octubre,Sábado,19,Escuintla,Rural,Hombre,48,45-49,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
746,18,Octubre,Domingo,19,Izabal,Rural,Hombre,27,35-39,Mayor,Pick up,Ignorado,IGNORADO,Embarranco
753,21,Octubre,Miércoles,19,Suchitepéquez,Rural,Hombre,32,35-39,Mayor,Pick up,Ignorado,IGNORADO,Colisión
460,1,Julio,Miércoles,20,Escuintla,Rural,Hombre,49,45-49,Mayor,Pick up,Verde,1997,Embarranco
714,28,Septiembre,Lunes,20,Quetzaltenango,Urbano,Hombre,28,35-39,Mayor,Motocicleta,Negro,1999,Empotro
522,1,Agosto,Sábado,20,Izabal,Rural,Hombre,47,45-49,Mayor,Motocicleta,Azul,2007,Empotro
575,1,Agosto,Sábado,20,Izabal,Rural,Hombre,47,45-49,Mayor,Motocicleta,Azul,2007,Empotro
599,1,Agosto,Sábado,20,Izabal,Rural,Hombre,47,45-49,Mayor,Motocicleta,Azul,2007,Empotro
662,28,Agosto,Viernes,20,Escuintla,Rural,Hombre,22,30-34,Mayor,Motocicleta,Negro,2007,Colisión
138,26,Febrero,Jueves,20,Izabal,Rural,Hombre,19,25-29,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
225,27,Marzo,Viernes,20,Chimaltenango,Rural,Hombre,38,40-44,Mayor,Automovil,Rojo,IGNORADO,Colisión
386,2,Junio,Martes,20,Chiquimula,Rural,Hombre,19,25-29,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
424,17,Junio,Miércoles,20,Retalhuleu,Rural,Hombre,42,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
482,11,Julio,Sábado,20,Escuintla,Rural,Hombre,22,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Embarranco
558,15,Agosto,Sábado,20,Retalhuleu,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
561,15,Agosto,Sábado,20,Chiquimula,Rural,Hombre,16,25-29,Menor,Motocicleta,Rojo,IGNORADO,Colisión
635,15,Agosto,Sábado,20,Retalhuleu,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
638,15,Agosto,Sábado,20,Chiquimula,Rural,Hombre,16,25-29,Menor,Motocicleta,Rojo,IGNORADO,Colisión
657,26,Agosto,Miércoles,20,Guatemala,Urbano,Mujer,28,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
726,5,Octubre,Lunes,20,Petén,Rural,Hombre,15,25-29,Menor,Motocicleta,Rojo,IGNORADO,Colisión
792,22,Noviembre,Domingo,20,Chiquimula,Rural,Hombre,21,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
793,22,Noviembre,Domingo,20,Chiquimula,Rural,Hombre,14,20-24,Menor,Motocicleta,Rojo,IGNORADO,Colisión
794,22,Noviembre,Domingo,20,Chiquimula,Rural,Hombre,19,25-29,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
248,7,Abril,Martes,20,Jutiapa,Rural,Hombre,37,40-44,Mayor,Camión,Blanco,IGNORADO,Volco
782,8,Noviembre,Domingo,20,San Marcos,Rural,Hombre,28,35-39,Mayor,Motocicleta,Blanco,IGNORADO,Colisión
198,15,Marzo,Domingo,20,Escuintla,Rural,Hombre,18,25-29,Mayor,Motocicleta,Azul,IGNORADO,Colisión
733,9,Octubre,Viernes,20,Guatemala,Rural,Hombre,19,25-29,Mayor,Motocicleta,Azul,IGNORADO,Colisión
783,9,Noviembre,Lunes,20,Huehutenango,Rural,Hombre,40,40-44,Mayor,Pick up,Azul,IGNORADO,Empotro
798,25,Noviembre,Miércoles,20,Guatemala,Rural,Hombre,25,35-39,Mayor,Motocicleta,Azul,IGNORADO,Colisión
263,11,Abril,Sábado,20,Zacapa,Rural,Hombre,43,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
562,16,Agosto,Domingo,20,Izabal,Rural,Hombre,14,20-24,Menor,Pick up,Gris,IGNORADO,Volco
639,16,Agosto,Domingo,20,Izabal,Rural,Hombre,14,20-24,Menor,Pick up,Gris,IGNORADO,Volco
64,30,Enero,Viernes,20,El Progreso,Rural,Mujer,37,40-44,Mayor,Pick up,Negro,IGNORADO,Volco
204,16,Marzo,Lunes,20,Guatemala,Urbano,Hombre,26,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
376,28,Mayo,Jueves,20,Guatemala,Urbano,Hombre,55,50-54,Mayor,Motocicleta,Negro,IGNORADO,Colisión
402,7,Junio,Domingo,20,Escuintla,Rural,Hombre,26,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
541,5,Agosto,Miércoles,20,Escuintla,Rural,Hombre,21,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
594,5,Agosto,Miércoles,20,Escuintla,Rural,Hombre,21,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
618,5,Agosto,Miércoles,20,Escuintla,Rural,Hombre,21,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
22,12,Enero,Lunes,20,Chimaltenango,Rural,Hombre,25,35-39,Mayor,Automovil,Verde,IGNORADO,Colisión
125,22,Febrero,Domingo,20,San Marcos,Rural,Hombre,55,50-54,Mayor,Pick up,Verde,IGNORADO,Embarranco
52,25,Enero,Domingo,20,Chiquimula,Rural,Mujer,31,35-39,Mayor,Motocicleta,Beige,IGNORADO,Colisión
652,22,Agosto,Sábado,20,El Progreso,Rural,Mujer,28,35-39,Mayor,Automovil,Beige,IGNORADO,Colisión
695,18,Septiembre,Viernes,20,Escuintla,Rural,Hombre,43,40-44,Mayor,Automovil,Beige,IGNORADO,Empotro
36,16,Enero,Viernes,20,Zacapa,Rural,Hombre,31,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
85,7,Febrero,Sábado,20,Zacapa,Urbano,Hombre,27,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
155,2,Marzo,Lunes,20,Santa Rosa,Urbano,Hombre,40,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
346,9,Mayo,Sábado,20,San Marcos,Rural,Hombre,21,30-34,Mayor,Pick up,Ignorado,IGNORADO,Volco
495,19,Julio,Domingo,20,Petén,Rural,Hombre,32,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
529,2,Agosto,Domingo,20,Zacapa,Rural,Hombre,36,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
530,2,Agosto,Domingo,20,Zacapa,Rural,Mujer,25,35-39,Mayor,Automovil,Ignorado,IGNORADO,Colisión
582,2,Agosto,Domingo,20,Zacapa,Rural,Hombre,36,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
583,2,Agosto,Domingo,20,Zacapa,Rural,Mujer,25,35-39,Mayor,Automovil,Ignorado,IGNORADO,Colisión
606,2,Agosto,Domingo,20,Zacapa,Rural,Hombre,36,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
607,2,Agosto,Domingo,20,Zacapa,Rural,Mujer,25,35-39,Mayor,Automovil,Ignorado,IGNORADO,Colisión
785,12,Noviembre,Jueves,21,Zacapa,Rural,Hombre,50,45-49,Mayor,Bus extraurbano,Verde,1988,Colisión
87,8,Febrero,Domingo,21,Jutiapa,Rural,Hombre,40,40-44,Mayor,Pick up,Blanco,1992,Volco
192,13,Marzo,Viernes,21,Escuintla,Rural,Hombre,38,40-44,Mayor,Automovil,Ignorado,1998,Colisión
655,24,Agosto,Lunes,21,Santa Rosa,Rural,Mujer,60,50-54,Mayor,Camioneta,Blanco,2000,Colisión
188,11,Marzo,Miércoles,21,Baja Verapaz,Rural,Hombre,24,30-34,Mayor,Motocicleta,Rojo,2003,Empotro
817,6,Diciembre,Domingo,21,Zacapa,Rural,Mujer,46,45-49,Mayor,Motocicleta,Azul,2006,Empotro
102,14,Febrero,Sábado,21,Zacapa,Rural,Hombre,29,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
106,15,Febrero,Domingo,21,Alta Verapaz,Urbano,Mujer,4,Menos de 15,Menor,Motocicleta,Rojo,IGNORADO,Colisión
400,7,Junio,Domingo,21,Baja Verapaz,Rural,Hombre,20,30-34,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
515,30,Julio,Jueves,21,Retalhuleu,Urbano,Hombre,25,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
802,29,Noviembre,Domingo,21,Guatemala,Rural,Hombre,27,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
60,30,Enero,Viernes,21,Suchitepéquez,Rural,Hombre,30,35-39,Mayor,Motocicleta,Blanco,IGNORADO,Empotro
123,22,Febrero,Domingo,21,Quetzaltenango,Urbano,Hombre,33,35-39,Mayor,Automovil,Blanco,IGNORADO,Colisión
268,11,Abril,Sábado,21,Escuintla,Rural,Hombre,35,40-44,Mayor,Pick up,Blanco,IGNORADO,Colisión
403,8,Junio,Lunes,21,Guatemala,Urbano,Hombre,25,35-39,Mayor,Automovil,Blanco,IGNORADO,Colisión
732,9,Octubre,Viernes,21,Jutiapa,Rural,Mujer,41,40-44,Mayor,Camioneta,Blanco,IGNORADO,Embarranco
738,12,Octubre,Lunes,21,Sololá,Urbano,Hombre,26,35-39,Mayor,Camión,Blanco,IGNORADO,Empotro
760,25,Octubre,Domingo,21,Guatemala,Rural,Hombre,25,35-39,Mayor,Automovil,Blanco,IGNORADO,Empotro
767,29,Octubre,Jueves,21,Sololá,Rural,Mujer,62,50-54,Mayor,Microbus,Azul,IGNORADO,Volco
688,12,Septiembre,Sábado,21,Totonicapán,Rural,Mujer,32,35-39,Mayor,Camioneta,Gris,IGNORADO,Embarranco
846,20,Diciembre,Domingo,21,San Marcos,Rural,Hombre,18,25-29,Mayor,Automovil,Gris,IGNORADO,Empotro
860,23,Diciembre,Miércoles,21,Jutiapa,Rural,Hombre,35,40-44,Mayor,Automovil,Gris,IGNORADO,Colisión
40,17,Enero,Sábado,21,Escuintla,Rural,Hombre,24,30-34,Mayor,Motocicleta,Negro,IGNORADO,Colisión
41,17,Enero,Sábado,21,Escuintla,Rural,Hombre,25,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
45,21,Enero,Miércoles,21,Escuintla,Rural,Hombre,31,35-39,Mayor,Automovil,Negro,IGNORADO,Colisión
401,7,Junio,Domingo,21,Izabal,Rural,Hombre,22,30-34,Mayor,Camioneta,Negro,IGNORADO,Colisión
491,18,Julio,Sábado,21,Escuintla,Rural,Hombre,25,35-39,Mayor,Cabezal,Negro,IGNORADO,Colisión
492,18,Julio,Sábado,21,Escuintla,Rural,Hombre,30,35-39,Mayor,Cabezal,Negro,IGNORADO,Colisión
727,6,Octubre,Martes,21,Escuintla,Rural,Hombre,18,25-29,Mayor,Motocicleta,Negro,IGNORADO,Colisión
309,25,Abril,Sábado,21,Guatemala,Rural,Hombre,24,30-34,Mayor,Motocicleta,Amarillo,IGNORADO,Colisión
20,10,Enero,Sábado,21,Guatemala,Urbano,Hombre,29,35-39,Mayor,Camioneta,Ignorado,IGNORADO,Colisión
66,31,Enero,Sábado,21,Retalhuleu,Rural,Mujer,28,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
303,21,Abril,Martes,21,Santa Rosa,Rural,Hombre,29,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
315,26,Abril,Domingo,21,San Marcos,Rural,Hombre,19,25-29,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
316,26,Abril,Domingo,21,San Marcos,Rural,Hombre,18,25-29,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
353,16,Mayo,Sábado,21,Guatemala,Urbano,Hombre,17,25-29,Menor,Motocicleta,Ignorado,IGNORADO,Colisión
416,14,Junio,Domingo,21,El Progreso,Rural,Mujer,6,15-19,Menor,Pick up,Ignorado,IGNORADO,Colisión
511,29,Julio,Miércoles,21,Guatemala,Urbano,Hombre,30,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
546,8,Agosto,Sábado,21,Chiquimula,Rural,Hombre,31,35-39,Mayor,Pick up,Ignorado,IGNORADO,Empotro
564,16,Agosto,Domingo,21,Chimaltenango,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
623,8,Agosto,Sábado,21,Chiquimula,Rural,Hombre,31,35-39,Mayor,Pick up,Ignorado,IGNORADO,Empotro
641,16,Agosto,Domingo,21,Chimaltenango,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Empotro
666,29,Agosto,Sábado,21,Huehutenango,Rural,Hombre,20,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Embarranco
685,11,Septiembre,Viernes,21,El Progreso,Rural,Hombre,42,40-44,Mayor,Automovil,Ignorado,IGNORADO,Colisión
758,24,Octubre,Sábado,21,Escuintla,Rural,Hombre,18,25-29,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
759,24,Octubre,Sábado,21,Escuintla,Rural,Hombre,23,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
775,5,Noviembre,Jueves,21,Escuintla,Rural,Hombre,43,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
795,23,Noviembre,Lunes,22,Jutiapa,Rural,Hombre,54,45-49,Mayor,Cabezal,Beige,1993,Embarranco
796,23,Noviembre,Lunes,22,Jutiapa,Rural,Hombre,50,45-49,Mayor,Cabezal,Beige,1993,Embarranco
473,10,Julio,Viernes,22,Quetzaltenango,Rural,Hombre,14,20-24,Menor,Pick up,Negro,1994,Empotro
377,28,Mayo,Jueves,22,Suchitepéquez,Rural,Hombre,28,35-39,Mayor,Automovil,Corinto,2000,Colisión
743,16,Octubre,Viernes,22,Izabal,Rural,Hombre,34,35-39,Mayor,Motocicleta,Rojo,2007,Colisión
661,27,Agosto,Jueves,22,Izabal,Rural,Hombre,31,35-39,Mayor,Panel,Blanco,2007,Colisión
520,1,Agosto,Sábado,22,Chimaltenango,Rural,Mujer,25,35-39,Mayor,Motocicleta,Gris,2007,Colisión
573,1,Agosto,Sábado,22,Chimaltenango,Rural,Mujer,25,35-39,Mayor,Motocicleta,Gris,2007,Colisión
597,1,Agosto,Sábado,22,Chimaltenango,Rural,Mujer,25,35-39,Mayor,Motocicleta,Gris,2007,Colisión
712,26,Septiembre,Sábado,22,Santa Rosa,Rural,Hombre,62,50-54,Mayor,Jeep,Rojo,IGNORADO,Embarranco
742,15,Octubre,Jueves,22,Izabal,Rural,Hombre,34,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
789,20,Noviembre,Viernes,22,Santa Rosa,Rural,Hombre,25,35-39,Mayor,Pick up,Rojo,IGNORADO,Volco
387,2,Junio,Martes,22,Escuintla,Rural,Hombre,57,50-54,Mayor,Cabezal,Blanco,IGNORADO,Colisión
708,25,Septiembre,Viernes,22,Guatemala,Urbano,Hombre,30,35-39,Mayor,Motocicleta,Azul,IGNORADO,Colisión
720,1,Octubre,Jueves,22,Jutiapa,Rural,Mujer,23,30-34,Mayor,Camioneta,Azul,IGNORADO,Colisión
437,20,Junio,Sábado,22,Chimaltenango,Rural,Hombre,24,30-34,Mayor,Automovil,Gris,IGNORADO,Colisión
218,23,Marzo,Lunes,22,Quetzaltenango,Urbano,Hombre,20,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
341,7,Mayo,Jueves,22,Escuintla,Rural,Hombre,32,35-39,Mayor,Automovil,Negro,IGNORADO,Empotro
486,15,Julio,Miércoles,22,Guatemala,Urbano,Hombre,33,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
850,21,Diciembre,Lunes,22,Suchitepéquez,Rural,Hombre,35,40-44,Mayor,Motocicleta,Verde,IGNORADO,Embarranco
367,24,Mayo,Sábado,22,Guatemala,Urbano,Hombre,Ignorado,Ignorado,Menor,Pick up,Amarillo,IGNORADO,Volco
37,16,Enero,Viernes,22,Izabal,Rural,Hombre,39,40-44,Mayor,Pick up,Ignorado,IGNORADO,Colisión
49,24,Enero,Sábado,22,Escuintla,Rural,Hombre,23,30-34,Mayor,Ignorado,Ignorado,IGNORADO,Volco
92,12,Febrero,Jueves,22,Escuintla,Rural,Hombre,42,40-44,Mayor,Microbus,Ignorado,IGNORADO,Colisión
93,12,Febrero,Jueves,22,Escuintla,Rural,Hombre,45,45-49,Mayor,Microbus,Ignorado,IGNORADO,Colisión
94,12,Febrero,Jueves,22,Escuintla,Rural,Hombre,28,35-39,Mayor,Microbus,Ignorado,IGNORADO,Colisión
95,12,Febrero,Jueves,22,Escuintla,Rural,Hombre,50,45-49,Mayor,Microbus,Ignorado,IGNORADO,Colisión
397,6,Junio,Sábado,22,Escuintla,Rural,Mujer,36,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Embarranco
489,17,Julio,Viernes,22,El Progreso,Rural,Hombre,22,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Embarranco
702,23,Septiembre,Miércoles,22,Zacapa,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
3,1,Enero,Jueves,23,Guatemala,Rural,Hombre,40,40-44,Mayor,Automovil,Corinto,1986,Colisión
4,1,Enero,Jueves,23,Guatemala,Rural,Mujer,35,40-44,Mayor,Automovil,Corinto,1986,Colisión
380,29,Mayo,Viernes,23,Huehutenango,Rural,Hombre,37,40-44,Mayor,Pick up,Azul,1996,Volco
18,8,Enero,Jueves,23,Santa Rosa,Rural,Hombre,29,35-39,Mayor,Motocicleta,Azul,2007,Colisión
284,18,Abril,Sábado,23,Guatemala,Urbano,Hombre,Ignorado,Ignorado,Mayor,Microbus,Azul,2007,Empotro
271,12,Abril,Domingo,23,Escuintla,Rural,Hombre,26,35-39,Mayor,Motocicleta,Rojo,2008,Colisión
234,30,Marzo,Lunes,23,Quetzaltenango,Rural,Hombre,60,50-54,Mayor,Motocicleta,Rojo,IGNORADO,Empotro
252,9,Abril,Jueves,23,Quetzaltenango,Rural,Hombre,45,45-49,Mayor,Motocicleta,Rojo,IGNORADO,Embarranco
256,10,Abril,Viernes,23,Guatemala,Urbano,Hombre,40,40-44,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
292,19,Abril,Domingo,23,Escuintla,Rural,Hombre,28,35-39,Mayor,Tractor,Rojo,IGNORADO,Volco
293,19,Abril,Domingo,23,Escuintla,Rural,Hombre,54,45-49,Mayor,Tractor,Rojo,IGNORADO,Volco
347,11,Mayo,Lunes,23,San Marcos,Rural,Hombre,32,35-39,Mayor,Ignorado,Rojo,IGNORADO,Empotro
358,17,Mayo,Domingo,23,Sololá,Rural,Hombre,27,35-39,Mayor,Mototaxi,Rojo,IGNORADO,Empotro
808,4,Diciembre,Viernes,23,Guatemala,Rural,Hombre,19,25-29,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
813,4,Diciembre,Viernes,23,Izabal,Rural,Hombre,28,35-39,Mayor,Motocicleta,Rojo,IGNORADO,Colisión
676,3,Septiembre,Jueves,23,Totonicapán,Rural,Hombre,35,40-44,Mayor,Pick up,Blanco,IGNORADO,Empotro
677,4,Septiembre,Viernes,23,Totonicapán,Rural,Hombre,29,35-39,Mayor,Automovil,Blanco,IGNORADO,Volco
654,23,Agosto,Domingo,23,Petén,Rural,Hombre,37,40-44,Mayor,Motocicleta,Azul,IGNORADO,Colisión
854,21,Diciembre,Lunes,23,Santa Rosa,Rural,Hombre,19,25-29,Mayor,Motocicleta,Azul,IGNORADO,Colisión
86,7,Febrero,Sábado,23,Guatemala,Urbano,Mujer,27,35-39,Mayor,Automovil,Gris,IGNORADO,Colisión
765,28,Octubre,Miércoles,23,Petén,Rural,Hombre,35,40-44,Mayor,Camioneta,Gris,IGNORADO,Colisión
766,28,Octubre,Miércoles,23,Petén,Rural,Hombre,40,40-44,Mayor,Camioneta,Gris,IGNORADO,Colisión
283,18,Abril,Sábado,23,Guatemala,Urbano,Hombre,23,30-34,Mayor,Motocicleta,Negro,IGNORADO,Empotro
833,13,Diciembre,Domingo,23,Quetzaltenango,Rural,Hombre,25,35-39,Mayor,Motocicleta,Negro,IGNORADO,Colisión
259,10,Abril,Viernes,23,Santa Rosa,Rural,Hombre,21,30-34,Mayor,Camioneta,Café,IGNORADO,Volco
452,27,Junio,Sábado,23,Petén,Rural,Hombre,49,45-49,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
538,3,Agosto,Lunes,23,Izabal,Rural,Hombre,29,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
591,3,Agosto,Lunes,23,Izabal,Rural,Hombre,29,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
615,3,Agosto,Lunes,23,Izabal,Rural,Hombre,29,35-39,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
747,18,Octubre,Domingo,23,Guatemala,Urbano,Hombre,38,40-44,Mayor,Motocicleta,Ignorado,IGNORADO,Colisión
